level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3509	-1	
2	1	1	0	0	0	122	484	1706	712	-1	
3	1	1	1	0	0	122	484	1706	712	-1	
4	1	1	1	1	0	1002	484	273	39	-1	
5	1	1	1	1	1	1002	503	30	7	68	ー
5	1	1	1	1	2	1048	484	36	34	0	あ
5	1	1	1	1	3	1142	494	44	29	13	た
4	1	1	1	2	0	345	497	898	67	-1	
5	1	1	1	2	1	345	522	83	41	70	出席
5	1	1	1	2	2	450	500	104	73	93	番号
5	1	1	1	2	3	559	516	53	40	8	)E
5	1	1	1	2	4	647	514	42	44	52	|!
5	1	1	1	2	5	839	517	190	47	0	まこ
5	1	1	1	2	6	1059	517	26	33	40	と
5	1	1	1	2	7	1125	497	118	52	43	し
4	1	1	1	3	0	122	583	1415	114	-1	
5	1	1	1	3	1	122	619	32	59	54	1
5	1	1	1	3	2	200	583	62	103	28	4
5	1	1	1	3	3	275	616	46	76	0	き
5	1	1	1	3	4	372	635	44	52	53	O
5	1	1	1	3	5	440	608	214	77	34	②
5	1	1	1	3	6	599	604	78	103	39	か
5	1	1	1	3	7	684	638	31	30	24	ぃ
5	1	1	1	3	8	734	639	45	51	47	7、
5	1	1	1	3	9	813	628	76	65	0	究
5	1	1	1	3	10	899	629	93	62	1	決
5	1	1	1	3	11	1019	645	259	51	18	フト
5	1	1	1	3	12	1122	604	78	103	82	イ
5	1	1	1	3	13	1199	604	70	103	0	以
5	1	1	1	3	14	1268	604	147	103	41	下がる
5	1	1	1	3	15	1436	604	99	103	49	23。
4	1	1	1	4	0	416	734	716	44	-1	
5	1	1	1	4	1	416	750	18	4	66	ャ
5	1	1	1	4	2	459	734	44	40	62	2
5	1	1	1	4	3	525	740	69	24	11	さり
5	1	1	1	4	4	1070	745	32	33	71	(A
5	1	1	1	4	5	1123	747	9	25	71	)
4	1	1	1	5	0	220	809	919	58	-1	
5	1	1	1	5	1	220	809	618	58	32	TI
5	1	1	1	5	2	937	810	202	44	28	し
4	1	1	1	6	0	217	896	1611	69	-1	
5	1	1	1	6	1	217	896	350	57	16	(1
5	1	1	1	6	2	604	909	53	48	62	も
5	1	1	1	6	3	677	907	22	46	61	6
5	1	1	1	6	4	720	906	52	53	0	和
5	1	1	1	6	5	773	899	134	57	0	困
5	1	1	1	6	6	928	917	43	40	0	開
5	1	1	1	6	7	981	912	280	53	0	0ULU
5	1	1	1	6	8	1220	892	46	77	12	0
5	1	1	1	6	9	1318	918	71	46	48	ん
5	1	1	1	6	10	1424	921	138	35	18	=
5	1	1	1	6	11	1541	892	20	77	18	。
5	1	1	1	6	12	1600	904	228	59	0	ee
4	1	1	1	7	0	358	975	621	75	-1	
5	1	1	1	7	1	358	979	38	49	18	1
5	1	1	1	7	2	435	996	6	15	0	ミ
5	1	1	1	7	3	471	975	204	75	0	(M-ーVx)
5	1	1	1	7	4	701	993	28	40	40	9
5	1	1	1	7	5	876	1018	6	6	0	、
4	1	1	1	8	0	355	1057	631	63	-1	
5	1	1	1	8	1	355	1065	19	36	10	1
5	1	1	1	8	2	421	1080	21	27	47	>
5	1	1	1	8	3	494	1057	47	47	47	V。
5	1	1	1	8	4	837	1098	43	9	3	SS
5	1	1	1	8	5	926	1070	60	50	0	(」
4	1	1	1	9	0	365	1123	635	73	-1	
5	1	1	1	9	1	365	1134	95	48	0	りり
5	1	1	1	9	2	875	1160	8	19	0	eg
5	1	1	1	9	3	973	1155	27	41	69	)
2	1	2	0	0	0	213	1210	1400	252	-1	
3	1	2	1	0	0	213	1210	1400	265	-1	
4	1	2	1	1	0	213	1210	1400	90	-1	
5	1	2	1	1	1	213	1214	68	50	17	0
5	1	2	1	1	2	299	1210	233	69	17	0
5	1	2	1	1	3	575	1236	158	46	46	CM)
5	1	2	1	1	4	794	1240	19	37	37	し
5	1	2	1	1	5	824	1233	195	59	70	(で
5	1	2	1	1	6	920	1206	54	108	37	AN
5	1	2	1	1	7	974	1206	63	108	61	わ
5	1	2	1	1	8	1042	1253	45	33	56	Y
5	1	2	1	1	9	1128	1236	160	56	28	MY
